# Q = discharge (cfs) in Otter Creek at Rutland (id: 04282575) and Middlebury (id: 0428575) VT
id	YYYY	MM	DD	hh	mm	Q
04282000	2017	03	08	03	00	869
04282000	2017	03	08	03	15	869
04282000	2017	03	08	03	30	858
04282000	2017	03	08	03	45	863
04282000	2017	03	08	04	00	863
04282000	2017	03	08	04	15	852
04282000	2017	03	08	04	30	852
04282000	2017	03	08	04	45	858
04282000	2017	03	08	05	00	852
04282000	2017	03	08	05	15	852
04282000	2017	03	08	05	30	852
04282000	2017	03	08	05	45	858
04282000	2017	03	08	06	00	858
04282000	2017	03	08	06	15	852
04282000	2017	03	08	06	30	869
04282000	2017	03	08	06	45	863
04282000	2017	03	08	07	00	875
04282000	2017	03	08	07	15	886
04282000	2017	03	08	07	30	892
04282000	2017	03	08	07	45	898
04282000	2017	03	08	08	00	898
04282000	2017	03	08	08	15	898
04282000	2017	03	08	08	30	910
04282000	2017	03	08	08	45	910
04282000	2017	03	08	09	00	916
04282000	2017	03	08	09	15	927
04282000	2017	03	08	09	30	933
04282000	2017	03	08	09	45	933
04282000	2017	03	08	10	00	939
04282000	2017	03	08	10	15	951
04282000	2017	03	08	10	30	956
04282000	2017	03	08	10	45	967
04282000	2017	03	08	11	00	985
04282000	2017	03	08	11	15	996
04282000	2017	03	08	11	30	1000
04282000	2017	03	08	11	45	1030
04282000	2017	03	08	12	00	1050
04282000	2017	03	08	12	15	1060
04282000	2017	03	08	12	30	1060
04282000	2017	03	08	12	45	1070
04282000	2017	03	08	13	00	1080
04282000	2017	03	08	13	15	1090
04282000	2017	03	08	13	30	1110
04282000	2017	03	08	13	45	1120
04282000	2017	03	08	14	00	1130
04282000	2017	03	08	14	15	1130
04282000	2017	03	08	14	30	1140
04282000	2017	03	08	14	45	1150
04282000	2017	03	08	15	00	1140
04282000	2017	03	08	15	15	1150
04282000	2017	03	08	15	30	1150
04282000	2017	03	08	15	45	1150
04282000	2017	03	08	16	00	1150
04282000	2017	03	08	16	15	1150
04282000	2017	03	08	16	30	1170
04282000	2017	03	08	16	45	1180
04282000	2017	03	08	17	00	1180
04282000	2017	03	08	17	15	1180
04282000	2017	03	08	17	30	1160
04282000	2017	03	08	17	45	1170
04282000	2017	03	08	18	00	1170
04282000	2017	03	08	18	15	1190
04282000	2017	03	08	18	30	1200
04282000	2017	03	08	18	45	1210
04282000	2017	03	08	19	00	1210
04282000	2017	03	08	19	15	1210
04282000	2017	03	08	19	30	1220
04282000	2017	03	08	19	45	1220
04282000	2017	03	08	20	00	1220
04282000	2017	03	08	20	15	1220
04282000	2017	03	08	20	30	1220
04282000	2017	03	08	20	45	1220
04282000	2017	03	08	21	00	1230
04282000	2017	03	08	21	15	1230
04282000	2017	03	08	21	30	1240
04282000	2017	03	08	21	45	1230
04282000	2017	03	08	22	00	1250
04282000	2017	03	08	22	15	1250
04282000	2017	03	08	22	30	1250
04282000	2017	03	08	22	45	1250
04282000	2017	03	08	23	00	1240
04282000	2017	03	08	23	15	1250
04282000	2017	03	08	23	30	1250
04282000	2017	03	08	23	45	1250
04282000	2017	03	09	00	00	1250
04282000	2017	03	09	00	15	1260
04282000	2017	03	09	00	30	1250
04282000	2017	03	09	00	45	1250
04282000	2017	03	09	01	00	1250
04282000	2017	03	09	01	15	1250
04282000	2017	03	09	01	30	1250
04282000	2017	03	09	01	45	1250
04282000	2017	03	09	02	00	1250
04282000	2017	03	09	02	15	1250
04282000	2017	03	09	02	30	1240
04282000	2017	03	09	02	45	1230
04282000	2017	03	09	03	00	1230
04282000	2017	03	09	03	15	1230
04282000	2017	03	09	03	30	1220
04282000	2017	03	09	03	45	1220
04282000	2017	03	09	04	00	1220
04282000	2017	03	09	04	15	1220
04282000	2017	03	09	04	30	1200
04282000	2017	03	09	04	45	1200
04282000	2017	03	09	05	00	1200
04282000	2017	03	09	05	15	1200
04282000	2017	03	09	05	30	1190
04282000	2017	03	09	05	45	1190
04282000	2017	03	09	06	00	1180
04282000	2017	03	09	06	15	1180
04282000	2017	03	09	06	30	1180
04282000	2017	03	09	06	45	1180
04282000	2017	03	09	07	00	1170
04282000	2017	03	09	07	15	1160
04282000	2017	03	09	07	30	1160
04282000	2017	03	09	07	45	1160
04282000	2017	03	09	08	00	1150
04282000	2017	03	09	08	15	1150
04282000	2017	03	09	08	30	1150
04282000	2017	03	09	08	45	1150
04282000	2017	03	09	09	00	1140
04282000	2017	03	09	09	15	1150
04282000	2017	03	09	09	30	1140
04282000	2017	03	09	09	45	1140
04282000	2017	03	09	10	00	1150
04282000	2017	03	09	10	15	1130
04282000	2017	03	09	10	30	1130
04282000	2017	03	09	10	45	1130
04282000	2017	03	09	11	00	1120
04282000	2017	03	09	11	15	1110
04282000	2017	03	09	11	30	1110
04282000	2017	03	09	11	45	1100
04282000	2017	03	09	12	00	1110
04282000	2017	03	09	12	15	1110
04282000	2017	03	09	12	30	1110
04282000	2017	03	09	12	45	1110
04282000	2017	03	09	13	00	1110
04282000	2017	03	09	13	15	1090
04282000	2017	03	09	13	30	1100
04282000	2017	03	09	13	45	1090
04282000	2017	03	09	14	00	1090
04282000	2017	03	09	14	15	1080
04282000	2017	03	09	14	30	1080
04282000	2017	03	09	14	45	1070
04282000	2017	03	09	15	00	1080
04282000	2017	03	09	15	15	1070
04282000	2017	03	09	15	30	1070
04282000	2017	03	09	15	45	1060
04282000	2017	03	09	16	00	1050
04282000	2017	03	09	16	15	1050
04282000	2017	03	09	16	30	1050
04282000	2017	03	09	16	45	1040
04282000	2017	03	09	17	00	1040
04282000	2017	03	09	17	15	1040
04282000	2017	03	09	17	30	1030
04282000	2017	03	09	17	45	1030
04282000	2017	03	09	18	00	1030
04282000	2017	03	09	18	15	1030
04282000	2017	03	09	18	30	1020
04282000	2017	03	09	18	45	1020
04282000	2017	03	09	19	00	1010
04282000	2017	03	09	19	15	1010
04282000	2017	03	09	19	30	1010
04282000	2017	03	09	19	45	1010
04282000	2017	03	09	20	00	1000
04282000	2017	03	09	20	15	996
04282000	2017	03	09	20	30	990
04282000	2017	03	09	20	45	996
04282000	2017	03	09	21	00	990
04282000	2017	03	09	21	15	985
04282000	2017	03	09	21	30	979
04282000	2017	03	09	21	45	985
04282000	2017	03	09	22	00	973
04282000	2017	03	09	22	15	973
04282000	2017	03	09	22	30	967
04282000	2017	03	09	22	45	967
04282000	2017	03	09	23	00	967
04282000	2017	03	09	23	15	962
04282000	2017	03	09	23	30	962
04282000	2017	03	09	23	45	956
04282000	2017	03	10	00	00	951
04282000	2017	03	10	00	15	951
04282000	2017	03	10	00	30	945
04282000	2017	03	10	00	45	945
04282000	2017	03	10	01	00	945
04282000	2017	03	10	01	15	939
04282000	2017	03	10	01	30	933
04282000	2017	03	10	01	45	927
04282000	2017	03	10	02	00	927
04282000	2017	03	10	02	15	927
04282000	2017	03	10	02	30	922
04282000	2017	03	10	02	45	916
04282000	2017	03	10	03	00	910
04282000	2017	03	10	03	15	910
04282000	2017	03	10	03	30	910
04282000	2017	03	10	03	45	898
04282000	2017	03	10	04	00	898
04282000	2017	03	10	04	15	892
04282000	2017	03	10	04	30	886
04282000	2017	03	10	04	45	886
04282000	2017	03	10	05	00	881
04282000	2017	03	10	05	15	858
04282000	2017	03	10	05	30	835
04282000	2017	03	10	05	45	818
04282000	2017	03	10	06	00	824
04282000	2017	03	10	06	15	835
04282000	2017	03	10	06	30	830
04282000	2017	03	10	06	45	841
04282000	2017	03	10	07	00	841
04282000	2017	03	10	07	15	830
04282000	2017	03	10	07	30	830
04282000	2017	03	10	07	45	824
04282000	2017	03	10	08	00	824
04282000	2017	03	10	08	15	824
04282000	2017	03	10	08	30	818
04282000	2017	03	10	08	45	813
04282000	2017	03	10	09	00	818
04282000	2017	03	10	09	15	807
04282000	2017	03	10	09	30	813
04282000	2017	03	10	09	45	807
04282000	2017	03	10	10	00	807
04282000	2017	03	10	10	15	813
04282000	2017	03	10	10	30	807
04282000	2017	03	10	10	45	807
04282000	2017	03	10	11	00	802
04282000	2017	03	10	11	15	807
04282000	2017	03	10	11	30	813
04282000	2017	03	10	11	45	807
04282000	2017	03	10	12	00	802
04282000	2017	03	10	12	15	802
04282000	2017	03	10	12	30	807
04282000	2017	03	10	12	45	807
04282000	2017	03	10	13	00	813
04282000	2017	03	10	13	15	813
04282000	2017	03	10	13	30	813
04282000	2017	03	10	13	45	818
04282000	2017	03	10	14	00	824
04282000	2017	03	10	14	15	830
04282000	2017	03	10	14	30	824
04282000	2017	03	10	14	45	824
04282000	2017	03	10	15	00	824
04282000	2017	03	10	15	15	824
04282000	2017	03	10	15	30	824
04282000	2017	03	10	15	45	824
04282000	2017	03	10	16	00	818
04282000	2017	03	10	16	15	824
04282000	2017	03	10	16	30	824
04282000	2017	03	10	16	45	824
04282000	2017	03	10	17	00	824
04282000	2017	03	10	17	15	818
04282000	2017	03	10	17	30	818
04282000	2017	03	10	17	45	818
04282000	2017	03	10	18	00	818
04282000	2017	03	10	18	15	813
04282000	2017	03	10	18	30	818
04282000	2017	03	10	18	45	807
04282000	2017	03	10	19	00	813
04282000	2017	03	10	19	15	813
04282000	2017	03	10	19	30	807
04282000	2017	03	10	19	45	807
04282000	2017	03	10	20	00	802
04282000	2017	03	10	20	15	807
04282000	2017	03	10	20	30	807
04282000	2017	03	10	20	45	807
04282000	2017	03	10	21	00	807
04282000	2017	03	10	21	15	807
04282000	2017	03	10	21	30	807
04282000	2017	03	10	21	45	802
04282000	2017	03	10	22	00	796
04282000	2017	03	10	22	15	802
04282000	2017	03	10	22	30	802
04282000	2017	03	10	22	45	791
04282000	2017	03	10	23	00	791
04282000	2017	03	10	23	15	791
04282000	2017	03	10	23	30	786
04282000	2017	03	10	23	45	786
04282000	2017	03	11	00	00	786
04282000	2017	03	11	00	15	786
04282000	2017	03	11	00	30	775
04282000	2017	03	11	00	45	780
04282000	2017	03	11	01	00	775
04282000	2017	03	11	01	15	780
04282000	2017	03	11	01	30	775
04282000	2017	03	11	01	45	775
04282000	2017	03	11	02	00	775
04282000	2017	03	11	02	15	764
04282000	2017	03	11	02	30	754
04282000	2017	03	11	02	45	754
04282000	2017	03	11	03	00	748
04282000	2017	03	11	03	15	743
04282000	2017	03	11	03	30	743
04282000	2017	03	11	03	45	738
04282000	2017	03	11	04	00	733
04282000	2017	03	11	04	15	733
04282000	2017	03	11	04	30	722
04282000	2017	03	11	04	45	712
04282000	2017	03	11	05	00	717
04282000	2017	03	11	05	15	712
04282000	2017	03	11	05	30	707
04282000	2017	03	11	05	45	696
04282000	2017	03	11	06	00	691
04282000	2017	03	11	06	15	691
04282000	2017	03	11	06	30	686
04282000	2017	03	11	06	45	676
04282000	2017	03	11	07	00	650
04282000	2017	03	11	07	15	635
04282000	2017	03	11	07	30	615
04282000	2017	03	11	07	45	606
04282000	2017	03	11	08	00	591
04282000	2017	03	11	08	15	582
04282000	2017	03	11	08	30	577
04282000	2017	03	11	08	45	586
04282000	2017	03	11	09	00	596
04282000	2017	03	11	09	15	591
04282000	2017	03	11	09	30	591
04282000	2017	03	11	09	45	591
04282000	2017	03	11	10	00	586
04282000	2017	03	11	10	15	591
04282000	2017	03	11	10	30	596
04282000	2017	03	11	10	45	591
04282000	2017	03	11	11	00	586
04282000	2017	03	11	11	15	582
04282000	2017	03	11	11	30	582
04282000	2017	03	11	11	45	577
04282000	2017	03	11	12	00	568
04282000	2017	03	11	12	15	563
04282000	2017	03	11	12	30	568
04282000	2017	03	11	12	45	563
04282000	2017	03	11	13	00	559
04282000	2017	03	11	13	15	563
04282000	2017	03	11	13	30	563
04282000	2017	03	11	13	45	568
04282000	2017	03	11	14	00	563
04282000	2017	03	11	14	15	563
04282000	2017	03	11	14	30	568
04282000	2017	03	11	14	45	572
04282000	2017	03	11	15	00	572
04282000	2017	03	11	15	15	577
04282000	2017	03	11	15	30	577
04282000	2017	03	11	15	45	582
04282000	2017	03	11	16	00	591
04282000	2017	03	11	16	15	596
04282000	2017	03	11	16	30	591
04282000	2017	03	11	16	45	596
04282000	2017	03	11	17	00	596
04282000	2017	03	11	17	15	601
04282000	2017	03	11	17	30	606
04282000	2017	03	11	17	45	601
04282000	2017	03	11	18	00	606
04282000	2017	03	11	18	15	610
04282000	2017	03	11	18	30	606
04282000	2017	03	11	18	45	606
04282000	2017	03	11	19	00	606
04282000	2017	03	11	19	15	601
04282000	2017	03	11	19	30	596
04282000	2017	03	11	19	45	586
04282000	2017	03	11	20	00	577
04282000	2017	03	11	20	15	568
04282000	2017	03	11	20	30	559
04282000	2017	03	11	20	45	549
04282000	2017	03	11	21	00	545
04282000	2017	03	11	21	15	540
04282000	2017	03	11	21	30	536
04282000	2017	03	11	21	45	536
04282000	2017	03	11	22	00	532
04282000	2017	03	11	22	15	532
04282000	2017	03	11	22	30	527
04282000	2017	03	11	22	45	532
04282000	2017	03	11	23	00	527
04282000	2017	03	11	23	15	518
04282000	2017	03	11	23	30	518
04282000	2017	03	11	23	45	518
04282000	2017	03	12	00	00	518
04282000	2017	03	12	00	15	518
04282000	2017	03	12	00	30	518
04282000	2017	03	12	00	45	514
04282000	2017	03	12	01	00	514
04282000	2017	03	12	01	15	510
04282000	2017	03	12	01	30	505
04282000	2017	03	12	01	45	501
04282000	2017	03	12	03	00	497
04282000	2017	03	12	03	15	480
04282000	2017	03	12	03	30	480
04282000	2017	03	12	03	45	476
04282000	2017	03	12	04	00	472
04282000	2017	03	12	04	15	468
04282000	2017	03	12	04	30	468
04282000	2017	03	12	04	45	464
04282000	2017	03	12	05	00	464
04282000	2017	03	12	05	15	460
04282000	2017	03	12	05	30	456
04282000	2017	03	12	05	45	456
04282000	2017	03	12	06	00	452
04282000	2017	03	12	06	15	448
04282000	2017	03	12	06	30	448
04282000	2017	03	12	06	45	444
04282000	2017	03	12	07	00	440
04282000	2017	03	12	07	15	440
04282000	2017	03	12	07	30	436
04282000	2017	03	12	07	45	436
04282000	2017	03	12	08	00	432
04282000	2017	03	12	08	15	432
04282000	2017	03	12	08	30	428
04282000	2017	03	12	08	45	432
04282000	2017	03	12	09	00	452
04282000	2017	03	12	09	15	432
04282000	2017	03	12	09	30	432
04282000	2017	03	12	09	45	428
04282000	2017	03	12	10	00	432
04282000	2017	03	12	10	15	440
04282000	2017	03	12	10	30	484
04282000	2017	03	12	10	45	480
04282000	2017	03	12	11	00	484
04282000	2017	03	12	11	15	484
04282000	2017	03	12	11	30	472
04282000	2017	03	12	11	45	484
04282000	2017	03	12	12	00	497
04282000	2017	03	12	12	15	501
04282000	2017	03	12	12	30	510
04282000	2017	03	12	12	45	514
04282000	2017	03	12	13	00	510
04282000	2017	03	12	13	15	505
04282000	2017	03	12	13	30	505
04282000	2017	03	12	13	45	505
04282000	2017	03	12	14	00	510
04282000	2017	03	12	14	15	518
04282000	2017	03	12	14	30	518
04282000	2017	03	12	14	45	523
04282000	2017	03	12	15	00	527
04282000	2017	03	12	15	15	536
04282000	2017	03	12	15	30	545
04282000	2017	03	12	15	45	545
04282000	2017	03	12	16	00	554
04282000	2017	03	12	16	15	563
04282000	2017	03	12	16	30	568
04282000	2017	03	12	16	45	568
04282000	2017	03	12	17	00	572
04282000	2017	03	12	17	15	582
04282000	2017	03	12	17	30	586
04282000	2017	03	12	17	45	591
04282000	2017	03	12	18	00	591
04282000	2017	03	12	18	15	596
04282000	2017	03	12	18	30	606
04282000	2017	03	12	18	45	606
04282000	2017	03	12	19	00	606
04282000	2017	03	12	19	15	606
04282000	2017	03	12	19	30	606
04282000	2017	03	12	19	45	606
04282000	2017	03	12	20	00	610
04282000	2017	03	12	20	15	610
04282000	2017	03	12	20	30	606
04282000	2017	03	12	20	45	606
04282000	2017	03	12	21	00	606
04282000	2017	03	12	21	15	606
04282000	2017	03	12	21	30	601
04282000	2017	03	12	21	45	591
04282000	2017	03	12	22	00	586
04282000	2017	03	12	22	15	586
04282000	2017	03	12	22	30	577
04282000	2017	03	12	22	45	582
04282000	2017	03	12	23	00	572
04282000	2017	03	12	23	15	572
04282000	2017	03	12	23	30	563
04282000	2017	03	12	23	45	572
04282000	2017	03	13	00	00	563
04282000	2017	03	13	00	15	559
04282000	2017	03	13	00	30	559
04282000	2017	03	13	00	45	554
04282000	2017	03	13	01	00	554
04282000	2017	03	13	01	15	549
04282000	2017	03	13	01	30	554
04282000	2017	03	13	01	45	545
04282000	2017	03	13	02	00	545
04282000	2017	03	13	02	15	540
04282000	2017	03	13	02	30	545
04282000	2017	03	13	02	45	540
04282000	2017	03	13	03	00	532
04282000	2017	03	13	03	15	532
04282000	2017	03	13	03	30	523
04282000	2017	03	13	03	45	518
04282000	2017	03	13	04	00	514
04282000	2017	03	13	04	15	505
04282000	2017	03	13	04	30	501
04282000	2017	03	13	04	45	501
04282000	2017	03	13	05	00	501
04282000	2017	03	13	05	15	493
04282000	2017	03	13	05	30	489
04282000	2017	03	13	05	45	489
04282000	2017	03	13	06	00	489
04282000	2017	03	13	06	15	484
04282000	2017	03	13	06	30	484
04282000	2017	03	13	06	45	480
04282000	2017	03	13	07	00	476
04282000	2017	03	13	07	15	476
04282000	2017	03	13	07	30	472
04282000	2017	03	13	07	45	472
04282000	2017	03	13	08	00	472
04282000	2017	03	13	08	15	468
04282000	2017	03	13	08	30	472
04282000	2017	03	13	08	45	468
04282000	2017	03	13	09	00	472
04282000	2017	03	13	09	15	510
04282000	2017	03	13	09	30	489
04282000	2017	03	13	09	45	518
04282000	2017	03	13	10	00	510
04282000	2017	03	13	10	15	497
04282000	2017	03	13	10	30	484
04282000	2017	03	13	10	45	489
04282000	2017	03	13	11	00	489
04282000	2017	03	13	11	15	489
04282000	2017	03	13	11	30	493
04282000	2017	03	13	11	45	493
04282000	2017	03	13	12	00	493
04282000	2017	03	13	12	15	497
04282000	2017	03	13	12	30	497
04282000	2017	03	13	12	45	497
04282000	2017	03	13	13	00	501
04282000	2017	03	13	13	15	523
04282000	2017	03	13	13	30	523
04282000	2017	03	13	13	45	532
04282000	2017	03	13	14	00	536
04282000	2017	03	13	14	15	540
04282000	2017	03	13	14	30	540
04282000	2017	03	13	14	45	540
04282000	2017	03	13	15	00	545
04282000	2017	03	13	15	15	549
04282000	2017	03	13	15	30	549
04282000	2017	03	13	15	45	554
04282000	2017	03	13	16	00	559
04282000	2017	03	13	16	15	559
04282000	2017	03	13	16	30	568
04282000	2017	03	13	16	45	568
04282000	2017	03	13	17	00	572
04282000	2017	03	13	17	15	568
04282000	2017	03	13	17	30	572
04282000	2017	03	13	17	45	572
04282000	2017	03	13	18	00	577
04282000	2017	03	13	18	15	577
04282000	2017	03	13	18	30	577
04282000	2017	03	13	18	45	577
04282000	2017	03	13	19	00	582
04282000	2017	03	13	19	15	582
04282000	2017	03	13	19	30	582
04282000	2017	03	13	19	45	586
04282000	2017	03	13	20	00	591
04282000	2017	03	13	20	15	586
04282000	2017	03	13	20	30	586
04282000	2017	03	13	20	45	582
04282000	2017	03	13	21	00	586
04282000	2017	03	13	21	15	586
04282000	2017	03	13	21	30	582
04282000	2017	03	13	21	45	586
04282000	2017	03	13	22	00	586
04282000	2017	03	13	22	15	586
04282000	2017	03	13	22	30	591
04282000	2017	03	13	22	45	586
04282000	2017	03	13	23	00	591
04282000	2017	03	13	23	15	582
04282000	2017	03	13	23	30	577
04282000	2017	03	13	23	45	577
04282000	2017	03	14	00	00	577
04282000	2017	03	14	00	15	572
04282000	2017	03	14	00	30	568
04282000	2017	03	14	00	45	563
04282000	2017	03	14	01	00	563
04282000	2017	03	14	01	15	563
04282000	2017	03	14	01	30	559
04282000	2017	03	14	01	45	559
04282000	2017	03	14	02	00	545
04282000	2017	03	14	02	15	540
04282000	2017	03	14	02	30	532
04282000	2017	03	14	02	45	510
04282000	2017	03	14	03	00	497
04282000	2017	03	14	03	15	497
04282000	2017	03	14	03	30	480
04282000	2017	03	14	03	45	480
04282000	2017	03	14	04	00	472
04282000	2017	03	14	04	15	468
04282000	2017	03	14	04	30	464
04282000	2017	03	14	04	45	456
04282000	2017	03	14	05	00	456
04282000	2017	03	14	05	15	444
04282000	2017	03	14	05	30	436
04282000	2017	03	14	05	45	421
04282000	2017	03	14	06	00	417
04282000	2017	03	14	06	15	413
04282000	2017	03	14	06	30	424
04282000	2017	03	14	06	45	424
04282000	2017	03	14	07	00	428
04282000	2017	03	14	07	15	421
04282000	2017	03	14	07	30	406
04282000	2017	03	14	07	45	406
04282000	2017	03	14	08	00	395
04282000	2017	03	14	08	15	402
04282000	2017	03	14	08	30	409
04282000	2017	03	14	08	45	421
04282000	2017	03	14	09	00	417
04282000	2017	03	14	09	15	413
04282000	2017	03	14	09	30	402
04282000	2017	03	14	09	45	395
04282000	2017	03	14	10	00	387
04282000	2017	03	14	10	15	377
04282000	2017	03	14	10	30	380
04282000	2017	03	14	10	45	380
04282000	2017	03	14	11	00	380
04282000	2017	03	14	11	15	380
04282000	2017	03	14	11	30	384
04282000	2017	03	14	11	45	384
04282000	2017	03	14	12	00	384
04282000	2017	03	14	12	15	384
04282000	2017	03	14	12	30	387
04282000	2017	03	14	12	45	384
04282000	2017	03	14	13	00	384
04282000	2017	03	14	13	15	380
04282000	2017	03	14	13	30	380
04282000	2017	03	14	13	45	377
04282000	2017	03	14	14	00	373
04282000	2017	03	14	14	15	366
04282000	2017	03	14	14	30	363
04282000	2017	03	14	14	45	359
04282000	2017	03	14	15	00	363
04282000	2017	03	14	15	15	356
04282000	2017	03	14	15	30	346
04282000	2017	03	14	15	45	339
04282000	2017	03	14	16	00	336
04282000	2017	03	14	16	15	329
04282000	2017	03	14	16	30	326
04282000	2017	03	14	16	45	320
04282000	2017	03	14	17	00	313
04282000	2017	03	14	17	15	317
04282000	2017	03	14	17	30	313
04282000	2017	03	14	17	45	310
04282000	2017	03	14	18	00	304
04282000	2017	03	14	18	15	304
04282000	2017	03	14	18	30	298
04282000	2017	03	14	18	45	292
04282000	2017	03	14	19	00	289
04282000	2017	03	14	19	15	289
04282000	2017	03	14	19	30	286
04282000	2017	03	14	19	45	286
04282000	2017	03	14	20	00	286
04282000	2017	03	14	20	15	283
04282000	2017	03	14	20	30	280
04282000	2017	03	14	20	45	280
04282000	2017	03	14	21	00	274
04282000	2017	03	14	21	15	272
04282000	2017	03	14	21	30	272
04282000	2017	03	14	21	45	272
04282000	2017	03	14	22	00	269
04282000	2017	03	14	22	15	272
04282000	2017	03	14	22	30	272
04282000	2017	03	14	22	45	272
04282000	2017	03	14	23	00	272
04282000	2017	03	14	23	15	272
04282000	2017	03	14	23	30	272
04282000	2017	03	14	23	45	272
04282000	2017	03	15	00	00	274
04282000	2017	03	15	00	15	274
04282000	2017	03	15	00	30	277
04282000	2017	03	15	00	45	277
04282000	2017	03	15	01	00	277
04282000	2017	03	15	01	15	277
04282000	2017	03	15	01	30	277
04282000	2017	03	15	01	45	280
04282000	2017	03	15	02	00	283
04282000	2017	03	15	02	15	280
04282000	2017	03	15	02	30	283
04282000	2017	03	15	02	45	286
04282000	2017	03	15	03	00	289
04282000	2017	03	15	03	15	289
04282000	2017	03	15	03	30	289
04282000	2017	03	15	03	45	286
04282000	2017	03	15	04	00	286
04282000	2017	03	15	04	15	283
04282000	2017	03	15	04	30	283
04282000	2017	03	15	04	45	283
04282000	2017	03	15	05	00	283
04282000	2017	03	15	05	15	283
04282000	2017	03	15	05	30	286
04282000	2017	03	15	05	45	286
04282000	2017	03	15	06	00	286
04282000	2017	03	15	06	15	286
04282000	2017	03	15	06	30	286
04282000	2017	03	15	06	45	289
04282000	2017	03	15	07	00	292
04282000	2017	03	15	07	15	292
04282000	2017	03	15	07	30	292
04282000	2017	03	15	07	45	292
04282000	2017	03	15	08	00	295
04282000	2017	03	15	08	15	295
04282000	2017	03	15	08	30	295
04282000	2017	03	15	08	45	295
04282000	2017	03	15	09	00	295
04282000	2017	03	15	09	15	295
04282000	2017	03	15	09	30	295
04282000	2017	03	15	09	45	301
04282000	2017	03	15	10	00	301
04282000	2017	03	15	10	15	307
04282000	2017	03	15	10	30	310
04282000	2017	03	15	10	45	313
04282000	2017	03	15	11	00	317
04282000	2017	03	15	11	15	320
04282000	2017	03	15	11	30	329
04282000	2017	03	15	11	45	326
04282000	2017	03	15	12	00	326
04282000	2017	03	15	12	15	342
04282000	2017	03	15	12	30	336
04282000	2017	03	15	12	45	339
04282000	2017	03	15	13	00	342
04282000	2017	03	15	13	15	346
04282000	2017	03	15	13	30	346
04282000	2017	03	15	13	45	349
04282000	2017	03	15	14	00	356
04282000	2017	03	15	14	15	366
04282000	2017	03	15	14	30	377
04282000	2017	03	15	14	45	380
04282000	2017	03	15	15	00	387
04282000	2017	03	15	15	15	391
04282000	2017	03	15	15	30	402
04282000	2017	03	15	15	45	402
04282000	2017	03	15	16	00	413
04282000	2017	03	15	16	15	421
04282000	2017	03	15	16	30	417
04282000	2017	03	15	16	45	428
04282000	2017	03	15	17	00	432
04282000	2017	03	15	17	15	432
04282000	2017	03	15	17	30	432
04282000	2017	03	15	17	45	436
04282000	2017	03	15	18	00	436
04282000	2017	03	15	18	15	444
04282000	2017	03	15	18	30	440
04282000	2017	03	15	18	45	440
04282000	2017	03	15	19	00	448
04282000	2017	03	15	19	15	448
04282000	2017	03	15	19	30	448
04282000	2017	03	15	19	45	452
04282000	2017	03	15	20	00	452
04282000	2017	03	15	20	15	456
04282000	2017	03	15	20	30	456
04282000	2017	03	15	20	45	456
04282000	2017	03	15	21	00	456
04282000	2017	03	15	21	15	460
04282000	2017	03	15	21	30	464
04282000	2017	03	15	21	45	472
04282000	2017	03	15	22	00	472
04282000	2017	03	15	22	15	472
04282000	2017	03	15	22	30	472
04282000	2017	03	15	22	45	476
04282000	2017	03	15	23	00	480
04282000	2017	03	15	23	15	480
04282000	2017	03	15	23	30	480
04282000	2017	03	15	23	45	489
04282000	2017	03	16	00	00	489
04282000	2017	03	16	00	15	489
04282000	2017	03	16	00	30	497
04282000	2017	03	16	00	45	497
04282000	2017	03	16	01	00	501
04282000	2017	03	16	01	15	501
04282000	2017	03	16	01	30	501
04282000	2017	03	16	01	45	501
04282000	2017	03	16	02	00	497
04282000	2017	03	16	02	15	497
04282000	2017	03	16	02	30	501
04282000	2017	03	16	02	45	501
04282000	2017	03	16	03	00	505
04282000	2017	03	16	03	15	505
04282000	2017	03	16	03	30	501
04282000	2017	03	16	03	45	501
04282000	2017	03	16	04	00	497
04282000	2017	03	16	04	15	497
04282000	2017	03	16	04	30	497
04282000	2017	03	16	04	45	501
04282000	2017	03	16	05	00	505
04282000	2017	03	16	05	15	501
04282000	2017	03	16	05	30	497
04282000	2017	03	16	05	45	497
04282000	2017	03	16	06	00	493
04282000	2017	03	16	06	15	489
04282000	2017	03	16	06	30	484
04282000	2017	03	16	06	45	480
04282000	2017	03	16	07	00	480
04282000	2017	03	16	07	15	480
04282000	2017	03	16	07	30	484
04282000	2017	03	16	07	45	489
04282000	2017	03	16	08	00	484
04282000	2017	03	16	08	15	489
04282000	2017	03	16	08	30	489
04282000	2017	03	16	08	45	493
04282000	2017	03	16	09	00	493
04282000	2017	03	16	09	15	501
04282000	2017	03	16	09	30	489
04282000	2017	03	16	09	45	468
04282000	2017	03	16	10	00	448
04282000	2017	03	16	10	15	448
04282000	2017	03	16	10	30	448
04282000	2017	03	16	10	45	444
04282000	2017	03	16	11	00	448
04282000	2017	03	16	11	15	448
04282000	2017	03	16	11	30	456
04282000	2017	03	16	11	45	468
04282000	2017	03	16	12	00	493
04282000	2017	03	16	12	15	501
04282000	2017	03	16	12	30	514
04282000	2017	03	16	12	45	523
04282000	2017	03	16	13	00	527
04282000	2017	03	16	13	15	536
04282000	2017	03	16	13	30	540
04282000	2017	03	16	13	45	549
04282000	2017	03	16	14	00	559
04282000	2017	03	16	14	15	559
04282000	2017	03	16	14	30	563
